Junction,CarCount,BusCount,BikeCount,TruckCount,TotalVehicles,Weather,Temperature,Hour,DayOfWeek,IsRushHour,IsWeekend,TrafficSituation
Junction C,36,8,17,4,65,Sunny,24.054428850984866,22,Saturday,0,1,Medium
Junction A,10,1,15,3,29,Sunny,25.410162778167585,23,Saturday,0,1,Low
Junction C,5,4,9,4,22,Sunny,21.108770129939014,0,Sunday,0,1,Low
Junction B,6,0,4,0,10,Cloudy,28.13093920209657,1,Sunday,0,1,Low
Junction B,20,1,9,1,31,Cloudy,15.070190424600394,2,Sunday,0,1,Low
Junction A,16,1,4,5,26,Rainy,22.99411398632745,3,Sunday,0,1,Low
Junction B,4,2,0,1,7,Sunny,22.16683294688763,4,Sunday,0,1,Low
Junction A,7,0,5,1,13,Cloudy,19.810808238902403,5,Sunday,0,1,Low
Junction A,10,0,13,2,25,Cloudy,16.862975495803962,6,Sunday,0,1,Low
Junction A,39,10,20,7,76,Cloudy,24.155200735953912,7,Sunday,1,1,Medium
Junction B,50,13,14,7,84,Cloudy,17.698557502114493,8,Sunday,1,1,Medium
Junction C,59,8,22,9,98,Sunny,16.032374248043066,9,Sunday,1,1,Medium
Junction C,28,8,10,6,52,Sunny,15.888937300488715,10,Sunday,0,1,Low
Junction A,50,11,19,5,85,Sunny,23.827494896014926,11,Sunday,0,1,Medium
Junction C,23,3,10,3,39,Rainy,20.09703960605406,12,Sunday,0,1,Low
Junction B,50,4,8,4,66,Cloudy,15.62787431930868,13,Sunday,0,1,Medium
Junction B,33,4,13,6,56,Rainy,28.712436457696583,14,Sunday,0,1,Medium
Junction C,20,3,13,7,43,Rainy,17.488945719263366,15,Sunday,0,1,Low
Junction B,22,12,14,10,58,Cloudy,24.87574790065701,16,Sunday,0,1,Medium
Junction C,43,5,9,6,63,Sunny,24.450675184788793,17,Sunday,1,1,Low
Junction B,56,11,15,8,90,Sunny,21.149899338099885,18,Sunday,1,1,Medium
Junction C,36,7,24,4,71,Cloudy,23.275428915803012,19,Sunday,1,1,Medium
Junction A,23,6,14,6,49,Cloudy,28.470472042165465,20,Sunday,0,1,Low
Junction B,24,7,14,1,46,Sunny,20.74273397414413,21,Sunday,0,1,Low
Junction A,28,5,21,4,58,Rainy,29.189802806898918,22,Sunday,0,1,Medium
Junction A,18,8,2,2,30,Cloudy,29.103593326493105,23,Sunday,0,1,Low
Junction A,26,5,15,7,53,Sunny,20.000358826170043,0,Monday,0,0,Low
Junction C,24,1,10,3,38,Sunny,27.638700811333337,1,Monday,0,0,Low
Junction B,33,2,14,3,52,Cloudy,28.557013731690095,2,Monday,0,0,Low
Junction B,11,9,10,2,32,Sunny,18.70645684467567,3,Monday,0,0,Low
Junction A,25,6,12,4,47,Sunny,23.286914672920453,4,Monday,0,0,Low
Junction A,14,1,2,6,23,Rainy,21.18884914170356,5,Monday,0,0,Low
Junction A,35,6,6,5,52,Sunny,17.754869215762778,6,Monday,0,0,Low
Junction A,115,19,47,14,195,Sunny,25.884824478567865,7,Monday,1,0,Severe
Junction B,96,20,35,14,165,Cloudy,22.03728502938528,8,Monday,1,0,Severe
Junction C,84,14,24,13,135,Sunny,15.044468202478576,9,Monday,1,0,High
Junction B,49,17,27,12,105,Cloudy,22.209251701954692,10,Monday,0,0,High
Junction C,64,12,36,7,119,Sunny,27.692693075022007,11,Monday,0,0,High
Junction A,96,19,35,12,162,Sunny,26.779338254101987,12,Monday,0,0,Severe
Junction C,49,7,33,12,101,Sunny,17.526361565168322,13,Monday,0,0,Medium
Junction A,70,10,33,13,126,Sunny,21.04968766416804,14,Monday,0,0,High
Junction C,83,18,20,8,129,Sunny,18.027702711366913,15,Monday,0,0,High
Junction C,53,12,32,6,103,Sunny,17.59725014457679,16,Monday,0,0,Medium
Junction C,84,13,27,16,140,Sunny,16.272765174159904,17,Monday,1,0,Severe
Junction C,82,23,31,11,147,Sunny,16.319745611647313,18,Monday,1,0,Severe
Junction C,81,30,45,8,164,Sunny,28.969980937069646,19,Monday,1,0,Severe
Junction A,48,10,24,9,91,Sunny,27.974577517619934,20,Monday,0,0,Medium
Junction C,62,8,25,7,102,Sunny,24.44702390434594,21,Monday,0,0,Medium
Junction B,33,9,28,7,77,Rainy,15.283447902847712,22,Monday,0,0,High
Junction A,19,7,16,0,42,Rainy,22.341681370543398,23,Monday,0,0,Low
Junction A,13,4,8,0,25,Sunny,23.133815712069122,0,Tuesday,0,0,Low
Junction C,29,4,1,2,36,Rainy,19.46663654546569,1,Tuesday,0,0,Low
Junction B,20,4,12,2,38,Sunny,18.41155256365354,2,Tuesday,0,0,Low
Junction B,15,0,5,0,20,Rainy,16.620886990510083,3,Tuesday,0,0,Low
Junction B,28,4,7,2,41,Rainy,15.201500338271687,4,Tuesday,0,0,Low
Junction B,19,0,18,6,43,Sunny,24.086810301468518,5,Tuesday,0,0,Low
Junction C,4,4,15,6,29,Sunny,15.710026974716587,6,Tuesday,0,0,Low
Junction C,67,16,40,7,130,Rainy,28.431851770467283,7,Tuesday,1,0,Severe
Junction A,71,26,30,7,134,Rainy,18.219642863233865,8,Tuesday,1,0,Severe
Junction A,106,20,46,10,182,Cloudy,25.95407746539845,9,Tuesday,1,0,Severe
Junction A,64,17,30,16,127,Cloudy,17.091260353131524,10,Tuesday,0,0,High
Junction C,58,18,32,8,116,Sunny,21.848551020393128,11,Tuesday,0,0,High
Junction A,62,24,36,8,130,Cloudy,22.075250875235987,12,Tuesday,0,0,High
Junction A,80,15,16,9,120,Cloudy,20.07261057309596,13,Tuesday,0,0,High
Junction B,40,17,28,8,93,Cloudy,19.126659208904876,14,Tuesday,0,0,High
Junction C,50,14,31,6,101,Cloudy,29.693673003800214,15,Tuesday,0,0,High
Junction C,66,9,29,8,112,Sunny,23.62299959862745,16,Tuesday,0,0,High
Junction B,70,14,29,10,123,Cloudy,20.00882821467744,17,Tuesday,1,0,Severe
Junction A,81,19,27,19,146,Rainy,26.476947993013614,18,Tuesday,1,0,Severe
Junction A,86,12,39,13,150,Cloudy,29.368392410935126,19,Tuesday,1,0,Severe
Junction C,35,6,22,6,69,Cloudy,27.737231400717413,20,Tuesday,0,0,Medium
Junction C,27,9,26,5,67,Rainy,24.85481274765283,21,Tuesday,0,0,Medium
Junction C,41,13,15,7,76,Sunny,24.822755466357076,22,Tuesday,0,0,Medium
Junction C,12,5,7,5,29,Rainy,18.363560334144736,23,Tuesday,0,0,Low
Junction C,19,7,15,1,42,Sunny,18.493696485690183,0,Wednesday,0,0,Low
Junction A,18,1,9,5,33,Sunny,21.937401332165745,1,Wednesday,0,0,Low
Junction A,35,7,16,2,60,Sunny,26.34763536348546,2,Wednesday,0,0,Low
Junction B,22,1,6,2,31,Rainy,21.380121177252324,3,Wednesday,0,0,Low
Junction A,16,4,9,0,29,Sunny,21.288942794582546,4,Wednesday,0,0,Low
Junction A,24,1,17,3,45,Rainy,26.910991708179395,5,Wednesday,0,0,Low
Junction A,23,1,10,6,40,Sunny,26.425202184627267,6,Wednesday,0,0,Low
Junction B,85,21,33,15,154,Sunny,24.413294397263833,7,Wednesday,1,0,Severe
Junction A,89,21,44,14,168,Sunny,19.034470990274542,8,Wednesday,1,0,Severe
Junction A,89,19,45,12,165,Sunny,21.60574385948565,9,Wednesday,1,0,Severe
Junction A,64,5,34,13,116,Cloudy,23.506672731651612,10,Wednesday,0,0,High
Junction B,67,5,34,9,115,Sunny,18.07337065461441,11,Wednesday,0,0,High
Junction A,70,11,33,8,122,Rainy,20.7043596777186,12,Wednesday,0,0,Severe
Junction C,57,10,23,6,96,Cloudy,21.187437207498952,13,Wednesday,0,0,Medium
Junction C,35,8,18,5,66,Rainy,17.807234592595094,14,Wednesday,0,0,Medium
Junction C,46,4,21,13,84,Cloudy,18.195378047307745,15,Wednesday,0,0,Medium
Junction A,70,11,22,16,119,Sunny,25.177025993532887,16,Wednesday,0,0,High
Junction B,65,21,30,6,122,Sunny,16.711682882537232,17,Wednesday,1,0,High
Junction B,67,11,26,8,112,Rainy,24.180705925698078,18,Wednesday,1,0,Severe
Junction C,68,16,31,6,121,Sunny,26.15638559452207,19,Wednesday,1,0,High
Junction A,46,9,20,6,81,Rainy,28.69006372410651,20,Wednesday,0,0,Medium
Junction A,58,15,22,6,101,Sunny,18.784018070681167,21,Wednesday,0,0,Medium
Junction B,46,14,22,8,90,Cloudy,27.71862515073108,22,Wednesday,0,0,Medium
Junction A,37,6,15,2,60,Sunny,26.390981929871856,23,Wednesday,0,0,Low
Junction A,16,6,4,5,31,Sunny,28.95324745121593,0,Thursday,0,0,Low
Junction B,22,7,10,2,41,Cloudy,27.668678777001688,1,Thursday,0,0,Low
Junction A,30,5,10,3,48,Sunny,17.278492133202125,2,Thursday,0,0,Low
Junction B,14,0,18,3,35,Sunny,19.746241846666855,3,Thursday,0,0,Low
Junction A,29,8,9,2,48,Cloudy,28.052110586211004,4,Thursday,0,0,Low
Junction B,14,3,15,4,36,Cloudy,18.989470578404884,5,Thursday,0,0,Low
Junction C,20,7,9,4,40,Sunny,18.56200248651825,6,Thursday,0,0,Low
Junction A,85,15,53,11,164,Sunny,17.652852917767383,7,Thursday,1,0,Severe
Junction A,91,18,40,12,161,Rainy,22.834796060949458,8,Thursday,1,0,Severe
Junction B,89,19,35,14,157,Sunny,20.360735900913873,9,Thursday,1,0,Severe
Junction C,56,19,27,6,108,Sunny,23.6745129307669,10,Thursday,0,0,High
Junction B,49,9,12,9,79,Rainy,15.577419128772107,11,Thursday,0,0,High
Junction C,59,8,27,8,102,Sunny,17.6453661316651,12,Thursday,0,0,Medium
Junction B,72,13,25,6,116,Sunny,23.21703539885899,13,Thursday,0,0,High
Junction A,56,10,26,11,103,Sunny,28.63064536650108,14,Thursday,0,0,Medium
Junction B,49,9,38,4,100,Rainy,24.465483594228793,15,Thursday,0,0,Severe
Junction C,47,14,25,4,90,Rainy,28.689702887968856,16,Thursday,0,0,High
Junction A,90,19,48,12,169,Sunny,20.252064216199738,17,Thursday,1,0,Severe
Junction A,81,22,29,12,144,Rainy,23.986956768989938,18,Thursday,1,0,Severe
Junction C,63,10,42,17,132,Sunny,15.628618559789867,19,Thursday,1,0,High
Junction B,31,13,24,10,78,Cloudy,15.26818203496497,20,Thursday,0,0,Medium
Junction B,31,3,18,5,57,Rainy,20.441042141573718,21,Thursday,0,0,Medium
Junction B,44,13,26,7,90,Sunny,21.94879725959567,22,Thursday,0,0,Medium
Junction A,28,10,6,3,47,Sunny,24.588836131119425,23,Thursday,0,0,Low
Junction B,31,6,8,4,49,Sunny,22.69506591585062,0,Friday,0,0,Low
Junction C,28,6,10,5,49,Cloudy,25.08721436233671,1,Friday,0,0,Low
Junction B,8,6,6,4,24,Sunny,19.72189223177382,2,Friday,0,0,Low
Junction C,25,11,21,7,64,Sunny,21.022321517111646,3,Friday,0,0,Medium
Junction C,18,0,5,2,25,Sunny,23.282865155602142,4,Friday,0,0,Low
Junction A,41,6,13,8,68,Sunny,19.78572830471183,5,Friday,0,0,Low
Junction A,21,3,11,4,39,Sunny,17.15429210797053,6,Friday,0,0,Low
Junction B,94,29,41,10,174,Sunny,19.462875320677835,7,Friday,1,0,Severe
Junction A,103,22,35,20,180,Sunny,24.606957024391996,8,Friday,1,0,Severe
Junction C,84,10,36,11,141,Sunny,29.18343687931766,9,Friday,1,0,Severe
Junction C,56,12,17,8,93,Cloudy,20.97911880662439,10,Friday,0,0,Medium
Junction A,92,15,32,10,149,Sunny,24.923674362997417,11,Friday,0,0,High
Junction A,63,12,28,7,110,Rainy,19.14771203064909,12,Friday,0,0,High
Junction A,66,14,34,6,120,Cloudy,16.677938317868175,13,Friday,0,0,High
Junction B,46,16,28,10,100,Rainy,16.69864179919092,14,Friday,0,0,Severe
Junction B,65,22,28,12,127,Sunny,20.40775681848605,15,Friday,0,0,High
Junction B,66,14,13,6,99,Rainy,20.076521197209857,16,Friday,0,0,Severe
Junction B,100,19,33,21,173,Sunny,16.908445768740542,17,Friday,1,0,Severe
Junction B,81,26,50,13,170,Sunny,26.384828618340446,18,Friday,1,0,Severe
Junction A,71,23,42,15,151,Cloudy,28.748147775347107,19,Friday,1,0,Severe
Junction A,67,16,37,9,129,Cloudy,29.30924233168569,20,Friday,0,0,High
Junction B,53,18,28,6,105,Sunny,26.86489926859136,21,Friday,0,0,High
Junction B,34,11,29,7,81,Rainy,15.07958495687187,22,Friday,0,0,High
Junction C,16,2,10,6,34,Cloudy,16.351126564238747,23,Friday,0,0,Low
Junction A,19,3,14,4,40,Sunny,20.22006220924779,0,Saturday,0,1,Low
Junction A,31,8,11,2,52,Sunny,28.891718250835545,1,Saturday,0,1,Low
Junction C,7,0,10,0,17,Sunny,24.116945432516687,2,Saturday,0,1,Low
Junction B,12,0,6,2,20,Sunny,20.600889265592112,3,Saturday,0,1,Low
Junction C,11,4,11,2,28,Cloudy,29.906672131979995,4,Saturday,0,1,Low
Junction B,22,1,11,2,36,Cloudy,19.561168653680824,5,Saturday,0,1,Low
Junction C,21,4,3,4,32,Sunny,21.20659241500075,6,Saturday,0,1,Low
Junction A,54,11,33,4,102,Cloudy,19.14945706351884,7,Saturday,1,1,Medium
Junction A,79,16,45,8,148,Cloudy,16.823694639761612,8,Saturday,1,1,Severe
Junction B,61,11,30,7,109,Sunny,18.94903294588566,9,Saturday,1,1,High
Junction B,45,6,19,8,78,Cloudy,21.562305048562862,10,Saturday,0,1,Medium
Junction C,34,10,19,3,66,Cloudy,29.433615177827622,11,Saturday,0,1,Medium
Junction A,50,13,21,3,87,Cloudy,23.297808099398736,12,Saturday,0,1,Medium
Junction A,29,16,20,11,76,Sunny,27.24029003908815,13,Saturday,0,1,Medium
Junction B,59,9,26,8,102,Sunny,28.764159337644617,14,Saturday,0,1,High
Junction A,60,11,21,5,97,Cloudy,25.17689295849645,15,Saturday,0,1,Medium
Junction C,30,5,14,4,53,Sunny,21.328888271185786,16,Saturday,0,1,Low
Junction C,48,13,13,4,78,Sunny,21.488357535811097,17,Saturday,1,1,Medium
Junction A,50,16,22,6,94,Cloudy,26.00866607455633,18,Saturday,1,1,Medium
Junction B,46,5,19,5,75,Rainy,22.617984424998088,19,Saturday,1,1,High
Junction C,26,3,14,5,48,Rainy,18.141564867652576,20,Saturday,0,1,Medium
Junction A,26,14,19,9,68,Cloudy,24.863676857518453,21,Saturday,0,1,Low
Junction B,27,5,12,12,56,Sunny,19.70465956604326,22,Saturday,0,1,Low
Junction A,10,3,7,3,23,Sunny,26.563615997606888,23,Saturday,0,1,Low
Junction B,15,8,16,4,43,Sunny,28.570194827032772,0,Sunday,0,1,Low
Junction A,15,1,10,5,31,Sunny,26.656304343677533,1,Sunday,0,1,Low
Junction B,3,3,6,2,14,Cloudy,21.553077427651758,2,Sunday,0,1,Low
Junction A,16,4,4,1,25,Sunny,16.067282608634443,3,Sunday,0,1,Low
Junction B,14,5,5,4,28,Sunny,22.123400930260235,4,Sunday,0,1,Low
Junction C,0,4,0,2,6,Rainy,19.62354771353086,5,Sunday,0,1,Low
Junction B,18,1,0,0,19,Rainy,23.660010013005028,6,Sunday,0,1,Low
Junction B,41,5,18,10,74,Sunny,27.349463122557403,7,Sunday,1,1,Medium
Junction B,45,11,24,6,86,Sunny,17.439714947744854,8,Sunday,1,1,Medium
Junction A,37,7,14,2,60,Sunny,25.227536713044316,9,Sunday,1,1,Low
Junction B,21,8,11,1,41,Cloudy,27.909954662123518,10,Sunday,0,1,Low
Junction C,19,2,17,4,42,Cloudy,25.78409992169346,11,Sunday,0,1,Low
Junction C,29,5,11,2,47,Sunny,28.250503632630373,12,Sunday,0,1,Low
Junction A,37,12,19,7,75,Cloudy,25.156116760227512,13,Sunday,0,1,Medium
Junction B,27,11,8,12,58,Sunny,29.861100343932232,14,Sunday,0,1,Low
Junction C,31,6,14,7,58,Sunny,26.807982865827455,15,Sunday,0,1,Low
Junction A,28,17,8,2,55,Sunny,27.73471097343691,16,Sunday,0,1,Low
Junction B,26,4,18,7,55,Rainy,19.91994235901536,17,Sunday,1,1,Medium
Junction C,36,8,21,8,73,Sunny,24.117143451912714,18,Sunday,1,1,Medium
Junction B,44,1,21,6,72,Sunny,25.234315451608882,19,Sunday,1,1,Medium
Junction A,47,3,12,4,66,Sunny,16.509038575756744,20,Sunday,0,1,Low
Junction B,20,11,18,5,54,Sunny,26.671305988932207,21,Sunday,0,1,Low
Junction A,27,6,15,7,55,Sunny,22.832894945160866,22,Sunday,0,1,Low
Junction A,6,0,9,0,15,Cloudy,25.77941855129929,23,Sunday,0,1,Low
Junction C,29,4,5,6,44,Sunny,27.316259268085936,0,Monday,0,0,Low
Junction C,29,3,15,6,53,Sunny,24.449059422754445,1,Monday,0,0,Low
Junction C,12,6,9,4,31,Sunny,29.005254142328468,2,Monday,0,0,Low
Junction B,23,9,5,3,40,Sunny,24.42944490969617,3,Monday,0,0,Low
Junction A,23,8,19,1,51,Cloudy,20.56903444433052,4,Monday,0,0,Low
Junction B,26,7,3,3,39,Sunny,15.484475505523157,5,Monday,0,0,Low
Junction B,21,1,6,6,34,Rainy,24.507072782206446,6,Monday,0,0,Low
Junction C,75,16,24,10,125,Rainy,27.340573792851025,7,Monday,1,0,Severe
Junction B,66,14,25,10,115,Rainy,19.007261610603855,8,Monday,1,0,Severe
Junction C,60,13,34,12,119,Cloudy,23.586959596783778,9,Monday,1,0,High
Junction B,63,9,12,10,94,Sunny,23.009958684427605,10,Monday,0,0,Medium
Junction A,89,21,25,10,145,Sunny,24.890203271754288,11,Monday,0,0,High
Junction B,51,13,18,11,93,Rainy,18.01731611453358,12,Monday,0,0,High
Junction C,59,11,26,10,106,Sunny,29.950561147598243,13,Monday,0,0,High
Junction A,78,14,39,9,140,Cloudy,22.153481506073124,14,Monday,0,0,High
Junction C,52,13,28,7,100,Cloudy,19.146535628726106,15,Monday,0,0,High
Junction C,66,6,18,6,96,Sunny,17.800256245972378,16,Monday,0,0,Medium
Junction A,102,16,37,13,168,Cloudy,26.668078404500044,17,Monday,1,0,Severe
Junction B,89,22,34,12,157,Sunny,16.430322001277652,18,Monday,1,0,Severe
Junction B,93,16,45,6,160,Cloudy,21.28549523488457,19,Monday,1,0,Severe
Junction A,62,14,27,12,115,Sunny,28.422431216247226,20,Monday,0,0,Medium
Junction B,42,6,22,7,77,Cloudy,16.983398554908728,21,Monday,0,0,Medium
Junction A,85,18,35,5,143,Sunny,19.570254907982083,22,Monday,0,0,High
Junction B,29,3,19,0,51,Cloudy,24.927471021033654,23,Monday,0,0,Low
Junction A,14,6,20,2,42,Sunny,19.49744413100703,0,Tuesday,0,0,Low
Junction C,21,7,16,1,45,Cloudy,19.81082588195669,1,Tuesday,0,0,Low
Junction C,14,5,4,7,30,Sunny,21.65696607392873,2,Tuesday,0,0,Low
Junction B,22,3,8,3,36,Sunny,16.120923441147607,3,Tuesday,0,0,Low
Junction B,10,3,6,1,20,Cloudy,23.441425659604025,4,Tuesday,0,0,Low
Junction A,11,3,8,2,24,Rainy,22.51452123486642,5,Tuesday,0,0,Low
Junction B,14,7,9,2,32,Cloudy,29.93834301807214,6,Tuesday,0,0,Low
Junction C,63,18,29,12,122,Sunny,29.569840451747176,7,Tuesday,1,0,High
Junction B,81,19,36,11,147,Cloudy,17.594263311948712,8,Tuesday,1,0,Severe
Junction A,90,14,35,16,155,Cloudy,15.132951938593486,9,Tuesday,1,0,Severe
Junction A,53,10,22,6,91,Sunny,16.00722737065699,10,Tuesday,0,0,Medium
Junction C,58,6,22,7,93,Rainy,21.59002419945023,11,Tuesday,0,0,High
Junction B,70,15,25,5,115,Sunny,17.260578252012287,12,Tuesday,0,0,High
Junction C,47,11,23,7,88,Cloudy,29.748871870981567,13,Tuesday,0,0,Medium
Junction A,83,10,36,9,138,Cloudy,26.672385110719933,14,Tuesday,0,0,High
Junction A,71,12,24,8,115,Sunny,28.74522066966486,15,Tuesday,0,0,Medium
Junction C,46,16,13,12,87,Cloudy,19.209554970619408,16,Tuesday,0,0,Medium
Junction A,88,23,31,15,157,Rainy,27.426075470644996,17,Tuesday,1,0,Severe
Junction A,87,20,48,13,168,Sunny,21.380037192854456,18,Tuesday,1,0,Severe
Junction A,85,14,32,13,144,Cloudy,19.069462957332735,19,Tuesday,1,0,High
Junction C,49,7,13,7,76,Cloudy,16.62568005081617,20,Tuesday,0,0,Medium
Junction C,58,7,12,9,86,Cloudy,24.44304473274574,21,Tuesday,0,0,Medium
Junction B,43,7,8,7,65,Sunny,25.440279661416007,22,Tuesday,0,0,Medium
Junction A,33,1,7,3,44,Sunny,27.38288460250208,23,Tuesday,0,0,Low
Junction B,7,4,8,6,25,Sunny,20.591939106416625,0,Wednesday,0,0,Low
Junction C,26,6,20,6,58,Sunny,27.946383961470247,1,Wednesday,0,0,Low
Junction B,14,3,10,4,31,Sunny,22.2074687752649,2,Wednesday,0,0,Low
Junction B,13,0,16,1,30,Cloudy,28.16780275902881,3,Wednesday,0,0,Low
Junction A,25,8,13,4,50,Cloudy,26.27702567448236,4,Wednesday,0,0,Low
Junction B,21,6,7,9,43,Sunny,19.308602814543356,5,Wednesday,0,0,Low
Junction A,14,8,11,6,39,Rainy,29.76786644281905,6,Wednesday,0,0,Low
Junction C,68,14,35,16,133,Sunny,22.180086776087354,7,Wednesday,1,0,High
Junction A,84,34,42,15,175,Sunny,21.107725727843246,8,Wednesday,1,0,Severe
Junction A,107,17,40,17,181,Sunny,18.68896753186437,9,Wednesday,1,0,Severe
Junction A,58,15,30,5,108,Rainy,16.117451924998896,10,Wednesday,0,0,High
Junction A,68,13,26,8,115,Cloudy,21.752729028259257,11,Wednesday,0,0,High
Junction A,41,13,24,9,87,Rainy,22.17633445422301,12,Wednesday,0,0,Medium
Junction A,50,21,30,8,109,Rainy,17.836324306728816,13,Wednesday,0,0,High
Junction C,43,16,27,7,93,Sunny,23.775129133048093,14,Wednesday,0,0,Medium
Junction B,54,14,23,10,101,Rainy,25.006755203963642,15,Wednesday,0,0,Severe
Junction B,66,15,30,2,113,Sunny,16.317064302915256,16,Wednesday,0,0,High
Junction B,67,15,22,11,115,Cloudy,22.31131705361406,17,Wednesday,1,0,High
Junction A,75,19,46,13,153,Rainy,21.380345837660943,18,Wednesday,1,0,Severe
Junction A,96,20,43,10,169,Rainy,17.899988254185246,19,Wednesday,1,0,Severe
Junction C,44,8,9,7,68,Cloudy,28.91015469242773,20,Wednesday,0,0,Medium
Junction A,68,9,26,10,113,Cloudy,25.96859963187223,21,Wednesday,0,0,High
Junction B,55,7,32,8,102,Sunny,29.064118851814047,22,Wednesday,0,0,High
Junction C,23,1,5,2,31,Sunny,18.06744127198136,23,Wednesday,0,0,Low
Junction B,33,3,7,1,44,Sunny,28.372984900859652,0,Thursday,0,0,Low
Junction C,10,6,14,4,34,Rainy,26.567368003862306,1,Thursday,0,0,Low
Junction B,23,4,3,5,35,Sunny,17.25512765022913,2,Thursday,0,0,Low
Junction C,28,7,14,1,50,Sunny,21.171397074272647,3,Thursday,0,0,Low
Junction C,11,1,13,4,29,Sunny,20.813020287141796,4,Thursday,0,0,Low
Junction B,22,3,10,3,38,Rainy,27.15585956738446,5,Thursday,0,0,Low
Junction B,8,1,8,4,21,Cloudy,19.889294798297367,6,Thursday,0,0,Low
Junction B,51,11,25,8,95,Rainy,25.985477345058797,7,Thursday,1,0,High
Junction A,97,11,46,12,166,Sunny,25.91477902502267,8,Thursday,1,0,Severe
Junction A,104,16,41,14,175,Sunny,27.204059053656735,9,Thursday,1,0,Severe
Junction C,30,15,24,9,78,Sunny,29.772425556161643,10,Thursday,0,0,Medium
Junction B,57,10,18,9,94,Cloudy,24.583813825709782,11,Thursday,0,0,High
Junction B,68,4,24,3,99,Sunny,21.44120775746195,12,Thursday,0,0,High
Junction C,60,8,20,6,94,Sunny,16.64430807927297,13,Thursday,0,0,Medium
Junction C,42,8,32,4,86,Cloudy,21.188326962920527,14,Thursday,0,0,Medium
Junction A,73,18,22,9,122,Sunny,22.15099176267601,15,Thursday,0,0,High
Junction A,59,20,24,14,117,Sunny,15.487256899912344,16,Thursday,0,0,High
Junction A,97,24,44,20,185,Sunny,17.989787940530547,17,Thursday,1,0,Severe
Junction B,68,14,27,10,119,Cloudy,23.198292584524744,18,Thursday,1,0,High
Junction C,78,17,32,8,135,Sunny,20.466564943195372,19,Thursday,1,0,High
Junction A,78,15,28,9,130,Cloudy,25.718652581246104,20,Thursday,0,0,High
Junction B,50,9,19,5,83,Sunny,27.48174977975312,21,Thursday,0,0,Medium
Junction A,42,9,18,3,72,Rainy,25.090903917604546,22,Thursday,0,0,Medium
Junction B,17,4,6,2,29,Rainy,19.257398810194292,23,Thursday,0,0,Low
Junction C,14,2,16,9,41,Sunny,22.868998430673443,0,Friday,0,0,Low
Junction A,16,4,20,2,42,Cloudy,28.333408082491914,1,Friday,0,0,Low
Junction C,26,5,7,3,41,Cloudy,20.126454305448497,2,Friday,0,0,Low
Junction A,25,4,6,0,35,Sunny,29.56023624132959,3,Friday,0,0,Low
Junction B,17,4,5,1,27,Rainy,19.942485658830755,4,Friday,0,0,Low
Junction B,29,9,19,5,62,Sunny,23.79297636213822,5,Friday,0,0,Medium
Junction A,21,5,7,3,36,Rainy,21.277472364849764,6,Friday,0,0,Low
Junction B,67,17,32,14,130,Sunny,28.796893695489082,7,Friday,1,0,Severe
Junction A,96,18,58,18,190,Sunny,21.20035669213813,8,Friday,1,0,Severe
Junction B,99,19,33,16,167,Sunny,25.5779066728887,9,Friday,1,0,Severe
Junction C,74,17,29,16,136,Sunny,25.52647229486864,10,Friday,0,0,Severe
Junction A,95,9,16,10,130,Sunny,21.279464160724807,11,Friday,0,0,High
Junction B,63,9,30,7,109,Rainy,24.961948861729937,12,Friday,0,0,Severe
Junction C,46,15,19,12,92,Cloudy,18.544287908318847,13,Friday,0,0,Medium
Junction A,76,14,26,12,128,Rainy,18.96717430730177,14,Friday,0,0,Severe
Junction A,67,16,39,15,137,Sunny,20.763090483565968,15,Friday,0,0,High
Junction A,74,13,32,12,131,Sunny,20.758635920996035,16,Friday,0,0,High
Junction C,101,21,27,16,165,Sunny,29.832545779204878,17,Friday,1,0,Severe
Junction B,75,28,32,18,153,Rainy,22.381543335746574,18,Friday,1,0,Severe
Junction A,96,28,35,17,176,Sunny,17.555748678594135,19,Friday,1,0,Severe
Junction C,40,12,25,5,82,Sunny,18.57362396183864,20,Friday,0,0,Medium
Junction C,48,7,13,6,74,Sunny,23.057336438158945,21,Friday,0,0,Medium
Junction A,63,14,17,2,96,Cloudy,23.93211762172695,22,Friday,0,0,Medium
Junction C,21,7,11,2,41,Sunny,25.267241560555036,23,Friday,0,0,Low
Junction B,16,0,4,2,22,Rainy,16.9935589988659,0,Saturday,0,1,Low
Junction C,15,4,8,6,33,Sunny,21.66163495460745,1,Saturday,0,1,Low
